"","Status_Checking_Acc","Duration_in_Months","Credit_History","Purposre_Credit_Taken","Credit_Amount","Savings_Acc","Years_At_Present_Employment","Inst_Rt_Income","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Property","Age","Other_Inst_Plans","Housing","Num_CC","Job","Dependents","Telephone","Foreign_Worker","Default_On_Payment","predclass"
"4432","A12",24,"A32","A410",11328,"A61","A73","2","A93","A102","3","A123",29,"A141","A152","2","A174","1","A192","A201","1",1
"4438","A14",24,"A34","A40",1287,"A64","A75","4","A92","A101","4","A121",37,"A143","A152","2","A173","1","A192","A201","0",0
"4439","A11",42,"A34","A45",3394,"A61","A71","4","A93","A102","4","A123",65,"A143","A152","2","A171","1","A191","A201","0",1
"4441","A14",12,"A32","A40",1884,"A61","A75","4","A93","A101","4","A123",39,"A143","A152","1","A174","1","A192","A201","0",0
"4446","A14",9,"A34","A46",1244,"A65","A75","4","A92","A101","4","A122",41,"A143","A151","2","A172","1","A191","A201","0",0
"4452","A14",6,"A32","A43",518,"A61","A73","3","A92","A101","1","A121",29,"A143","A152","1","A173","1","A191","A201","0",0
"4457","A11",11,"A34","A40",3905,"A61","A73","2","A93","A101","2","A121",36,"A143","A151","2","A173","2","A191","A201","0",1
"4458","A11",12,"A32","A41",3386,"A61","A75","3","A93","A101","4","A124",35,"A143","A153","1","A173","1","A192","A201","1",1
"4459","A11",6,"A32","A44",343,"A61","A72","4","A92","A101","1","A121",27,"A143","A152","1","A173","1","A191","A201","0",1
"4466","A11",24,"A32","A41",2924,"A61","A73","3","A93","A103","4","A124",63,"A141","A152","1","A173","2","A192","A201","0",1
"4469","A14",33,"A33","A49",2764,"A61","A73","2","A92","A101","2","A123",26,"A143","A152","2","A173","1","A192","A201","0",0
"4473","A11",9,"A32","A40",654,"A61","A73","4","A93","A101","3","A123",28,"A143","A152","1","A172","1","A191","A201","1",1
"4477","A14",39,"A32","A41",2569,"A63","A73","4","A93","A101","4","A123",24,"A143","A152","1","A173","1","A191","A201","0",0
"4482","A12",24,"A32","A40",1201,"A61","A72","4","A93","A101","1","A122",26,"A143","A152","1","A173","1","A191","A201","0",1
"4488","A14",24,"A32","A40",3757,"A61","A75","4","A92","A102","4","A124",62,"A143","A153","1","A173","1","A192","A201","0",1
"4490","A14",6,"A32","A40",3518,"A61","A73","2","A93","A103","3","A122",26,"A143","A151","1","A173","1","A191","A201","0",0
"4492","A12",27,"A30","A49",8318,"A61","A75","2","A92","A101","4","A124",42,"A143","A153","2","A174","1","A192","A201","1",1
"4494","A12",6,"A32","A43",368,"A65","A75","4","A93","A101","4","A122",38,"A143","A152","1","A173","1","A191","A201","0",0
"4501","A11",24,"A32","A40",3123,"A61","A72","4","A92","A101","1","A122",27,"A143","A152","1","A173","1","A191","A201","1",1
"4502","A11",36,"A32","A41",5493,"A61","A75","2","A93","A101","4","A124",42,"A143","A153","1","A173","2","A191","A201","0",1
"4505","A11",24,"A32","A40",1207,"A61","A72","4","A92","A101","4","A122",24,"A143","A151","1","A173","1","A191","A201","1",1
"4507","A13",15,"A34","A41",2360,"A63","A73","2","A93","A101","2","A123",36,"A143","A152","1","A173","1","A192","A201","0",0
"4509","A14",24,"A32","A43",1413,"A61","A73","4","A94","A101","2","A122",28,"A143","A152","1","A173","1","A191","A201","0",0
"4510","A14",39,"A32","A41",8588,"A62","A75","4","A93","A101","2","A123",45,"A143","A152","1","A174","1","A192","A201","0",0
"4511","A11",12,"A32","A40",759,"A61","A74","4","A93","A101","2","A121",26,"A143","A152","1","A173","1","A191","A201","1",1
"4517","A11",6,"A34","A40",1361,"A61","A72","2","A93","A101","4","A121",40,"A143","A152","1","A172","2","A191","A202","0",0
"4520","A14",6,"A34","A43",700,"A65","A75","4","A93","A101","4","A124",36,"A143","A153","2","A173","1","A191","A201","0",0
"4521","A14",24,"A34","A45",5507,"A61","A75","3","A93","A101","4","A124",44,"A143","A153","2","A173","1","A191","A201","0",0
"4522","A11",18,"A32","A43",3190,"A61","A73","2","A92","A101","2","A121",24,"A143","A152","1","A173","1","A191","A201","1",1
"4524","A14",24,"A32","A41",3488,"A62","A74","3","A92","A101","4","A123",23,"A143","A152","1","A173","1","A191","A201","0",0
"4534","A14",24,"A32","A43",1311,"A62","A74","4","A94","A101","3","A122",26,"A143","A152","1","A173","1","A192","A201","0",0
"4543","A11",30,"A32","A42",6350,"A65","A75","4","A93","A101","4","A122",31,"A143","A152","1","A173","1","A191","A201","1",1
"4549","A11",12,"A31","A43",626,"A61","A73","4","A92","A101","4","A121",24,"A141","A152","1","A172","1","A191","A201","1",1
"4554","A12",12,"A34","A40",1995,"A62","A72","4","A93","A101","1","A123",27,"A143","A152","1","A173","1","A191","A201","0",0
"4563","A13",6,"A33","A43",683,"A61","A72","2","A92","A101","1","A122",29,"A141","A152","1","A173","1","A191","A201","0",0
"4565","A12",24,"A33","A49",4712,"A65","A73","4","A93","A101","2","A122",37,"A141","A152","2","A174","1","A192","A201","0",1
"4568","A14",24,"A34","A43",2578,"A64","A75","2","A93","A101","2","A123",34,"A143","A152","1","A173","1","A191","A201","0",0
"4572","A14",30,"A34","A43",5954,"A61","A74","3","A93","A102","2","A123",38,"A143","A152","1","A173","1","A191","A201","0",0
"4573","A14",24,"A32","A41",5433,"A65","A71","2","A92","A101","4","A122",26,"A143","A151","1","A174","1","A192","A201","0",0
"4574","A11",15,"A32","A49",806,"A61","A73","4","A92","A101","4","A122",22,"A143","A152","1","A172","1","A191","A201","0",1
"4575","A12",9,"A32","A43",1082,"A61","A75","4","A93","A101","4","A123",27,"A143","A152","2","A172","1","A191","A201","0",1
"4587","A11",9,"A34","A40",2799,"A61","A73","2","A93","A101","2","A121",36,"A143","A151","2","A173","2","A191","A201","0",1
"4589","A11",18,"A32","A44",1217,"A61","A73","4","A94","A101","3","A121",47,"A143","A152","1","A172","1","A192","A201","1",1
"4593","A14",21,"A32","A49",1572,"A64","A75","4","A92","A101","4","A121",36,"A141","A152","1","A172","1","A191","A201","0",0
"4606","A11",24,"A31","A42",2828,"A63","A73","4","A93","A101","4","A121",22,"A142","A152","1","A173","1","A192","A201","0",1
"4614","A11",24,"A31","A41",3632,"A61","A73","1","A92","A103","4","A123",22,"A141","A151","1","A173","1","A191","A202","0",0
"4616","A12",48,"A30","A49",12000,"A65","A73","2","A93","A101","2","A123",48,"A141","A152","1","A174","1","A192","A201","0",1
"4618","A11",6,"A34","A40",3676,"A61","A73","1","A93","A101","3","A121",37,"A143","A151","3","A173","2","A191","A201","0",1
"4619","A12",30,"A32","A42",3441,"A62","A73","2","A92","A102","4","A123",21,"A143","A151","1","A173","1","A191","A201","1",1
"4623","A14",48,"A32","A49",3914,"A65","A73","4","A91","A101","2","A121",38,"A141","A152","1","A173","1","A191","A201","1",1
"4625","A11",18,"A32","A43",2600,"A61","A73","4","A93","A101","4","A124",65,"A143","A153","2","A173","1","A191","A201","1",1
"4626","A14",15,"A32","A43",1979,"A65","A75","4","A93","A101","2","A123",35,"A143","A152","1","A173","1","A191","A201","0",0
"4630","A14",9,"A32","A46",3832,"A65","A75","1","A93","A101","4","A121",64,"A143","A152","1","A172","1","A191","A201","0",0
"4633","A12",15,"A32","A43",1444,"A65","A72","4","A93","A101","1","A122",23,"A143","A152","1","A173","1","A191","A201","0",0
"4634","A14",9,"A32","A42",1980,"A61","A72","2","A92","A102","2","A123",19,"A143","A151","2","A173","1","A191","A201","1",0
"4642","A12",15,"A32","A45",1308,"A61","A75","4","A93","A101","4","A123",38,"A143","A152","2","A172","1","A191","A201","0",1
"4646","A14",36,"A33","A49",7980,"A65","A72","4","A93","A101","4","A123",27,"A143","A151","2","A173","1","A192","A201","1",0
"4651","A11",48,"A32","A46",7476,"A61","A74","4","A93","A101","1","A124",50,"A143","A153","1","A174","1","A192","A201","0",1
"4652","A12",12,"A32","A42",1922,"A61","A73","4","A93","A101","2","A122",37,"A143","A152","1","A172","1","A191","A201","1",1
"4656","A11",14,"A32","A40",3973,"A61","A71","1","A93","A101","4","A124",22,"A143","A153","1","A173","1","A191","A201","0",1
"4666","A14",24,"A34","A410",6314,"A61","A71","4","A93","A102","2","A124",27,"A141","A152","2","A174","1","A192","A201","0",0
"4668","A14",48,"A31","A49",3609,"A61","A73","1","A92","A101","1","A121",27,"A142","A152","1","A173","1","A191","A201","0",1
"4672","A14",36,"A32","A49",5742,"A62","A74","2","A93","A101","2","A123",31,"A143","A152","2","A173","1","A192","A201","0",0
"4674","A14",6,"A34","A40",2080,"A63","A73","1","A94","A101","2","A123",24,"A143","A152","1","A173","1","A191","A201","0",0
"4682","A14",12,"A32","A43",2279,"A65","A73","4","A93","A101","4","A124",37,"A143","A153","1","A173","1","A192","A201","0",0
"4684","A14",24,"A34","A43",5103,"A61","A72","3","A94","A101","3","A124",47,"A143","A153","3","A173","1","A192","A201","0",0
"4689","A14",9,"A32","A43",2753,"A62","A75","3","A93","A102","4","A123",35,"A143","A152","1","A173","1","A192","A201","0",0
"4690","A11",12,"A32","A40",3651,"A64","A73","1","A93","A101","3","A122",31,"A143","A152","1","A173","2","A191","A201","0",0
"4691","A11",15,"A34","A42",975,"A61","A73","2","A91","A101","3","A122",25,"A143","A152","2","A173","1","A191","A201","0",1
"4693","A12",24,"A32","A43",2896,"A62","A72","2","A93","A101","1","A123",29,"A143","A152","1","A173","1","A191","A201","0",1
"4694","A11",6,"A34","A40",4716,"A65","A72","1","A93","A101","3","A121",44,"A143","A152","2","A172","2","A191","A201","0",0
"4698","A14",12,"A34","A40",926,"A61","A71","1","A92","A101","2","A122",38,"A143","A152","1","A171","1","A191","A201","0",0
"4702","A11",48,"A34","A41",6331,"A61","A75","4","A93","A101","4","A124",46,"A143","A153","2","A173","1","A192","A201","1",1
"4705","A12",27,"A32","A49",2528,"A61","A72","4","A92","A101","1","A122",32,"A143","A152","1","A173","2","A192","A201","0",1
"4707","A12",48,"A32","A40",6560,"A62","A74","3","A93","A101","2","A122",24,"A143","A152","1","A173","1","A191","A201","1",1
"4709","A12",9,"A32","A43",1206,"A61","A75","4","A92","A101","4","A121",25,"A143","A152","1","A173","1","A191","A201","0",1
"4711","A14",18,"A34","A43",629,"A63","A75","4","A93","A101","3","A122",32,"A141","A152","2","A174","1","A192","A201","0",0
"4714","A11",9,"A34","A43",1138,"A61","A73","4","A93","A101","4","A121",25,"A143","A152","2","A172","1","A191","A201","0",0
"4715","A12",60,"A32","A40",12000,"A61","A74","4","A93","A101","2","A124",27,"A143","A152","1","A174","1","A192","A201","1",1
"4718","A14",18,"A32","A43",1505,"A61","A73","4","A93","A101","2","A124",32,"A143","A153","1","A174","1","A192","A201","0",0
"4728","A11",18,"A32","A43",1882,"A61","A73","4","A92","A101","4","A123",25,"A141","A151","2","A173","1","A191","A201","1",1
"4730","A13",24,"A34","A49",1275,"A64","A73","2","A91","A101","4","A121",36,"A143","A152","2","A173","1","A192","A201","0",0
"4737","A12",24,"A32","A41",11560,"A61","A73","1","A92","A101","4","A123",23,"A143","A151","2","A174","1","A191","A201","1",1
"4740","A12",30,"A30","A49",4280,"A62","A73","4","A92","A101","4","A123",26,"A143","A151","2","A172","1","A191","A201","1",1
"4742","A12",10,"A31","A43",1048,"A61","A73","4","A93","A101","4","A121",23,"A142","A152","1","A172","1","A191","A201","0",1
"4743","A14",21,"A32","A43",3160,"A65","A75","4","A93","A101","3","A122",41,"A143","A152","1","A173","1","A192","A201","0",0
"4746","A11",13,"A34","A49",1797,"A61","A72","3","A93","A101","1","A122",28,"A141","A152","2","A172","1","A191","A201","0",1
"4747","A11",15,"A32","A40",2511,"A61","A71","1","A92","A101","4","A123",23,"A143","A151","1","A173","1","A191","A201","0",1
"4756","A11",24,"A32","A40",1285,"A65","A74","4","A92","A101","4","A124",32,"A143","A151","1","A173","1","A191","A201","1",1
"4758","A13",15,"A34","A43",1271,"A65","A73","3","A93","A101","4","A124",39,"A143","A153","2","A173","1","A192","A201","1",0
"4759","A14",24,"A32","A40",1393,"A61","A73","2","A93","A103","2","A121",31,"A143","A152","1","A173","1","A192","A201","0",0
"4760","A11",12,"A34","A40",691,"A61","A75","4","A93","A101","3","A122",35,"A143","A152","2","A173","1","A191","A201","1",1
"4761","A14",15,"A34","A40",5045,"A65","A75","1","A92","A101","4","A123",59,"A143","A152","1","A173","1","A192","A201","0",0
"4762","A11",18,"A34","A42",2124,"A61","A73","4","A92","A101","4","A121",24,"A143","A151","2","A173","1","A191","A201","1",1
"4763","A11",12,"A32","A43",2214,"A61","A73","4","A93","A101","3","A122",24,"A143","A152","1","A172","1","A191","A201","0",1
"4764","A14",21,"A34","A40",12000,"A65","A75","4","A93","A101","4","A124",30,"A143","A153","1","A174","1","A192","A201","1",0
"4770","A14",12,"A34","A43",1655,"A61","A75","2","A93","A101","4","A121",63,"A143","A152","2","A172","1","A192","A201","0",0
"4774","A14",24,"A34","A43",2223,"A62","A75","4","A93","A101","4","A122",52,"A141","A152","2","A173","1","A191","A201","0",0
"4778","A11",18,"A32","A43",3509,"A61","A74","4","A92","A103","1","A121",25,"A143","A152","1","A173","1","A191","A201","0",0
"4784","A12",12,"A32","A40",836,"A62","A72","4","A92","A101","2","A122",23,"A141","A152","1","A172","1","A191","A201","1",1
"4785","A12",20,"A32","A41",6468,"A65","A71","1","A91","A101","4","A121",60,"A143","A152","1","A174","1","A192","A201","0",0
"4787","A14",22,"A32","A43",2675,"A63","A75","3","A93","A101","4","A123",40,"A143","A152","1","A173","1","A191","A201","0",0
"4788","A14",48,"A34","A41",2751,"A65","A75","4","A93","A101","3","A123",38,"A143","A152","2","A173","2","A192","A201","0",0
"4790","A11",40,"A34","A46",5998,"A61","A73","4","A93","A101","3","A124",27,"A141","A152","1","A173","1","A192","A201","1",1
"4791","A12",21,"A32","A49",1188,"A61","A75","2","A92","A101","4","A122",39,"A143","A152","1","A173","2","A191","A201","1",1
"4795","A14",24,"A32","A42",3062,"A63","A75","4","A93","A101","3","A124",32,"A143","A151","1","A173","1","A192","A201","0",1
"4797","A11",18,"A32","A41",7511,"A65","A75","1","A93","A101","4","A122",51,"A143","A153","1","A173","2","A192","A201","1",0
"4799","A14",24,"A33","A40",717,"A65","A75","4","A94","A101","4","A123",54,"A143","A152","2","A173","1","A192","A201","0",0
"4807","A12",6,"A32","A43",590,"A61","A72","3","A94","A101","3","A121",26,"A143","A152","1","A172","1","A191","A202","0",0
"4815","A11",48,"A32","A40",3931,"A61","A74","4","A93","A101","4","A124",46,"A143","A153","1","A173","2","A191","A201","1",1
"4818","A14",6,"A34","A43",1554,"A61","A74","1","A92","A101","2","A123",24,"A143","A151","2","A173","1","A192","A201","0",0
"4822","A13",12,"A32","A43",3016,"A61","A73","3","A94","A101","1","A123",24,"A143","A152","1","A173","1","A191","A201","0",0
"4825","A14",18,"A34","A42",3780,"A61","A72","3","A91","A101","2","A123",35,"A143","A152","2","A174","1","A192","A201","0",0
"4830","A12",48,"A33","A49",6681,"A65","A73","4","A93","A101","4","A124",38,"A143","A153","1","A173","2","A192","A201","0",1
"4831","A14",24,"A33","A49",2375,"A63","A73","4","A93","A101","2","A123",44,"A143","A152","2","A173","2","A192","A201","0",0
"4832","A11",18,"A32","A40",1216,"A61","A72","4","A92","A101","3","A123",23,"A143","A151","1","A173","1","A192","A201","1",1
"4840","A14",24,"A34","A43",2611,"A61","A75","4","A94","A102","3","A121",46,"A143","A152","2","A173","1","A191","A201","0",0
"4846","A12",21,"A32","A42",3976,"A65","A74","2","A93","A101","3","A123",35,"A143","A152","1","A173","1","A192","A201","0",0
"4848","A14",24,"A32","A40",1249,"A61","A72","4","A94","A101","2","A121",28,"A143","A152","1","A173","1","A191","A201","0",1
"4849","A11",9,"A32","A43",1364,"A61","A74","3","A93","A101","4","A121",59,"A143","A152","1","A173","1","A191","A201","0",0
"4858","A14",15,"A34","A42",3343,"A61","A73","4","A93","A101","2","A124",28,"A143","A153","1","A173","1","A192","A201","0",0
"4861","A14",24,"A34","A41",5804,"A64","A73","4","A93","A101","2","A121",27,"A143","A152","2","A173","1","A191","A201","0",0
"4864","A14",27,"A34","A42",4526,"A64","A72","4","A93","A101","2","A121",32,"A142","A152","2","A172","2","A192","A201","0",0
"4865","A14",10,"A32","A42",2210,"A61","A73","2","A93","A101","2","A121",25,"A141","A151","1","A172","1","A191","A201","1",0
"4868","A14",12,"A34","A42",3331,"A61","A75","2","A93","A101","4","A122",42,"A142","A152","1","A173","1","A191","A201","0",0
"4872","A13",6,"A34","A40",1343,"A61","A75","1","A93","A101","4","A121",46,"A143","A152","2","A173","2","A191","A202","0",0
"4885","A12",24,"A32","A42",4057,"A61","A74","3","A91","A101","3","A123",43,"A143","A152","1","A173","1","A192","A201","1",1
"4886","A11",12,"A32","A46",795,"A61","A72","4","A92","A101","4","A122",53,"A143","A152","1","A173","1","A191","A201","1",1
"4888","A12",48,"A32","A49",12000,"A61","A73","2","A93","A101","2","A123",23,"A143","A152","1","A173","1","A192","A201","1",1
"4891","A11",27,"A34","A49",2442,"A61","A75","4","A93","A101","4","A123",43,"A142","A152","4","A174","2","A192","A201","0",1
"4895","A14",18,"A34","A43",1169,"A65","A73","4","A93","A101","3","A122",29,"A143","A152","2","A173","1","A192","A201","0",0
"4896","A14",36,"A33","A41",8947,"A65","A74","3","A93","A101","2","A123",31,"A142","A152","1","A174","2","A192","A201","0",0
"4897","A11",21,"A32","A43",2606,"A61","A72","4","A92","A101","4","A122",28,"A143","A151","1","A174","1","A192","A201","0",1
"4898","A14",12,"A34","A42",1592,"A64","A74","3","A92","A101","2","A122",35,"A143","A152","1","A173","1","A191","A202","0",0
"4900","A11",18,"A32","A42",4153,"A61","A73","2","A93","A102","3","A123",42,"A143","A152","1","A173","1","A191","A201","1",1
"4907","A11",21,"A32","A40",3763,"A65","A74","2","A93","A102","2","A121",24,"A143","A152","1","A172","1","A191","A202","0",0
"4908","A12",36,"A32","A46",3711,"A65","A73","2","A94","A101","2","A123",27,"A143","A152","1","A173","1","A191","A201","0",1
"4909","A14",15,"A33","A41",3594,"A61","A72","1","A92","A101","2","A122",46,"A143","A152","2","A172","1","A191","A201","0",0
"4911","A14",36,"A33","A43",4454,"A61","A73","4","A92","A101","4","A121",34,"A143","A152","2","A173","1","A191","A201","0",0
"4912","A12",24,"A34","A42",4736,"A61","A72","2","A92","A101","4","A123",25,"A141","A152","1","A172","1","A191","A201","1",1
"4913","A12",30,"A32","A43",2991,"A65","A75","2","A92","A101","4","A123",25,"A143","A152","1","A173","1","A191","A201","0",0
"4919","A11",24,"A32","A42",2359,"A62","A71","1","A91","A101","1","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
"4921","A14",18,"A34","A42",1817,"A61","A73","4","A92","A101","2","A124",28,"A143","A152","2","A173","1","A191","A201","0",0
"4922","A14",48,"A33","A43",12000,"A63","A74","4","A93","A101","1","A123",37,"A143","A152","1","A174","1","A192","A201","0",0
"4923","A11",9,"A32","A43",1366,"A61","A72","3","A92","A101","4","A122",22,"A143","A151","1","A173","1","A191","A201","1",1
"4926","A11",12,"A31","A40",697,"A61","A72","4","A93","A101","2","A123",46,"A141","A152","2","A173","1","A192","A201","1",1
